subject,subcount,error
10775,3,404 Client Error: Not Found for url: https://farm8.staticflickr.com/7384/12034604353_5a922bbf72_b.jpg
10776,3,"HTTPConnectionPool(host='farm7.staticflickr.com', port=80): Max retries exceeded with url: /6103/6379565253_e7f52274c5_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10777,2,404 Client Error: Not Found for url: https://farm6.staticflickr.com/5554/14968404638_1ea69c648b_b.jpg
10779,2,404 Client Error: Not Found for url: https://farm5.staticflickr.com/4136/4869678730_545b1edc48_b.jpg
10780,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2923/14209933136_780c41abee_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10784,2,"HTTPConnectionPool(host='farm7.staticflickr.com', port=80): Max retries exceeded with url: /6155/6163411218_529b076a0c_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10787,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2904/14632802770_6da3411f97_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10788,2,404 Client Error: Not Found for url: https://farm4.staticflickr.com/3893/14879123451_282d1033d3_b.jpg
10788,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2696/4417656218_fccdab7b12_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10789,2,"HTTPConnectionPool(host='farm7.staticflickr.com', port=80): Max retries exceeded with url: /6043/6228299689_11b3e5f7de_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10789,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2806/13572081034_3d8d37051c_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10790,3,"HTTPConnectionPool(host='farm7.staticflickr.com', port=80): Max retries exceeded with url: /6145/5985368699_58d5043154_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10792,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2662/3975705667_dc3766a29c_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10793,2,410 Client Error: Gone for url: https://farm4.staticflickr.com/3849/14152437059_4b699f450c_b.jpg
10793,3,404 Client Error: Not Found for url: https://farm1.staticflickr.com/89/236415173_1fbcd28d6b_z.jpg
10794,2,"HTTPConnectionPool(host='farm7.staticflickr.com', port=80): Max retries exceeded with url: /6081/6074454742_163ac1d15e_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10801,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2835/12825345313_08c6a41b8d_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10801,3,404 Client Error: Not Found for url: https://farm4.staticflickr.com/3751/13915820173_a06786a45c_b.jpg
10802,3,410 Client Error: Gone for url: https://farm6.staticflickr.com/5520/11741803446_b0cbf0ba24_b.jpg
10803,2,404 Client Error: Not Found for url: https://farm4.staticflickr.com/3825/10431277255_8e5ef59628_b.jpg
10803,3,404 Client Error: Not Found for url: https://farm6.staticflickr.com/5531/11826890235_3ccc5b50ce_b.jpg
10806,2,404 Client Error: Not Found for url: https://farm6.staticflickr.com/5482/10600804425_8d619b7fbe_b.jpg
10808,2,404 Client Error: Not Found for url: https://farm4.staticflickr.com/3755/12141416104_e6a5cda830_b.jpg
10808,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2919/14102751152_9107b71764_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10809,2,404 Client Error: Not Found for url: https://farm4.staticflickr.com/3755/12141416104_e6a5cda830_b.jpg
10811,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2800/4377921310_7133bafdf0_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10812,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2171/2541620093_098d930134_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10813,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2446/4036783447_7cd42a51f9_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10813,3,404 Client Error: Not Found for url: https://farm6.staticflickr.com/5188/5680255366_c2a2262455_b.jpg
10814,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2876/12236199436_4fe973efde_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10815,3,404 Client Error: Not Found for url: https://farm5.staticflickr.com/4035/4523881322_9a022eb338_b.jpg
10816,2,404 Client Error: Not Found for url: https://farm6.staticflickr.com/5188/5680255366_c2a2262455_b.jpg
10816,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2917/14074425995_c3cacc0de5_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10817,3,404 Client Error: Not Found for url: https://farm6.staticflickr.com/5586/14638895913_ef2ec804a6_b.jpg
10818,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2881/11395585704_e84ddb0ee5_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10819,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2884/11175454813_a330334177_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10820,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2936/14555968160_1aef935fc4_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10825,3,404 Client Error: Not Found for url: https://farm8.staticflickr.com/7377/9792003806_870ef06b05_b.jpg
10826,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2935/14150937388_da46936b82_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10827,2,404 Client Error: Not Found for url: https://farm4.staticflickr.com/3255/2882563755_228829f6cb_b.jpg
10828,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2371/2248791546_9298951118_z.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10829,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2845/12268900615_b154b91a62_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10830,3,404 Client Error: Not Found for url: https://farm4.staticflickr.com/3769/12903809303_72100a49f5_b.jpg
10834,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2855/9957326963_0fefc2067d_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10836,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2903/14357376088_c8690b6874_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10837,1,404 Client Error: Not Found for url: https://farm6.staticflickr.com/5479/10149633733_c4067fa188_b.jpg
10838,1,404 Client Error: Not Found for url: https://farm6.staticflickr.com/5479/10149633733_c4067fa188_b.jpg
10838,2,404 Client Error: Not Found for url: https://farm5.staticflickr.com/4053/4337896096_64c087d4cd_b.jpg
10838,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2805/10208346954_4bcc5800d1_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10840,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2805/10610037766_4eb4d96f89_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10840,3,404 Client Error: Not Found for url: https://farm8.staticflickr.com/7437/13284978563_353c6c049e_b.jpg
10844,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2587/5696056758_abb4d4378c_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10850,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2376/2342885859_deb5da3016_z.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10850,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2911/14107508078_d9f5c77b9a_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10851,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2071/1534862821_fa3df1fd3f_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10852,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2781/4433249914_910d5f7929_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10854,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2755/4048832084_a927661368_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10855,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2917/14510239333_a6aee53a44_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10855,3,"HTTPConnectionPool(host='farm7.staticflickr.com', port=80): Max retries exceeded with url: /6168/6189098006_f7f607f3a0_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10856,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2104/2233109903_7e7c8a2be8_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10858,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2899/14572421223_b077678751_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10861,3,404 Client Error: Not Found for url: https://farm5.staticflickr.com/4026/4415484349_72850d9230_b.jpg
10862,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2542/4143721933_f612fbbd9b_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10863,3,404 Client Error: Not Found for url: https://farm8.staticflickr.com/7392/8757111921_92290b375d_b.jpg
10866,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2903/14255381493_8dfd8b299f_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10867,2,404 Client Error: Not Found for url: https://farm2.staticflickr.com/1101/622349174_fef4b0104c_b.jpg
10868,2,404 Client Error: Not Found for url: https://farm4.staticflickr.com/3901/15037199995_afb6c77d57_b.jpg
10870,3,404 Client Error: Not Found for url: https://farm8.staticflickr.com/7427/10229125955_4d48620b27_b.jpg
10871,3,404 Client Error: Not Found for url: https://farm9.staticflickr.com/8332/8132695216_8284495480_b.jpg
10872,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2929/14004101170_1b5f62fb42_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10872,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2913/14690130844_a080cda913_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10875,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2868/9501993462_4aa124ab6c_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10875,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2927/14037144811_2807e7bc2c_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10875,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2490/3756962694_e3ac464001_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10876,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2868/9501993462_4aa124ab6c_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10877,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2868/9501993462_4aa124ab6c_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10878,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2868/9501993462_4aa124ab6c_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10878,3,"HTTPConnectionPool(host='farm7.staticflickr.com', port=80): Max retries exceeded with url: /6003/6017486890_ba707cf0c8_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10879,1,410 Client Error: Gone for url: https://farm8.staticflickr.com/7133/6997321295_d1f791dfea_b.jpg
10879,2,"HTTPConnectionPool(host='farm7.staticflickr.com', port=80): Max retries exceeded with url: /6105/6255259982_a9b1ea86e6_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10880,1,410 Client Error: Gone for url: https://farm8.staticflickr.com/7133/6997321295_d1f791dfea_b.jpg
10880,2,404 Client Error: Not Found for url: https://farm9.staticflickr.com/8045/8416609017_cba7b5921d_b.jpg
10881,1,410 Client Error: Gone for url: https://farm8.staticflickr.com/7133/6997321295_d1f791dfea_b.jpg
10881,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2907/14494043025_1f48cc7928_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10881,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2947/15210101398_9d3ed97b12_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10884,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2621/4030658319_dc26a2bd1a_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10885,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2621/4030658319_dc26a2bd1a_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10885,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2858/12914466703_143df01641_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10886,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2621/4030658319_dc26a2bd1a_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10887,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2621/4030658319_dc26a2bd1a_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10888,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2621/4030658319_dc26a2bd1a_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10889,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2621/4030658319_dc26a2bd1a_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10890,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2621/4030658319_dc26a2bd1a_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10891,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2621/4030658319_dc26a2bd1a_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10891,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2850/12364725484_a540eeb313_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10892,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2621/4030658319_dc26a2bd1a_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10893,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2621/4030658319_dc26a2bd1a_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10893,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2829/9576898814_6a24d9c5d0_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10894,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2621/4030658319_dc26a2bd1a_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10895,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2621/4030658319_dc26a2bd1a_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10895,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2917/14647632854_ce72a02ae0_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10896,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2621/4030658319_dc26a2bd1a_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10897,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2621/4030658319_dc26a2bd1a_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10897,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2917/14581934152_02783d0488_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10898,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2621/4030658319_dc26a2bd1a_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10898,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2153/1536423470_3554dd959f_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10899,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2621/4030658319_dc26a2bd1a_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10900,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2621/4030658319_dc26a2bd1a_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10900,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2935/13930025517_24061d6345_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10901,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2621/4030658319_dc26a2bd1a_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10902,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2142/2361633421_f91a4b360b_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10902,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2842/10668740055_95bfacd60a_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10903,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2142/2361633421_f91a4b360b_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10904,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2142/2361633421_f91a4b360b_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10905,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2142/2361633421_f91a4b360b_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10905,3,404 Client Error: Not Found for url: https://farm6.staticflickr.com/5197/5834415597_ebefd98e36_b.jpg
10906,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2142/2361633421_f91a4b360b_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10906,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2406/2466842896_c4b10ce4e5_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10906,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2585/4091332764_359f0673f0_z.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10907,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2142/2361633421_f91a4b360b_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10907,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2917/14279405459_66127fec53_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10908,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2142/2361633421_f91a4b360b_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10908,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2869/9352541289_a893740c11_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10909,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2142/2361633421_f91a4b360b_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10910,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2142/2361633421_f91a4b360b_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10911,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2142/2361633421_f91a4b360b_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
